Input Sentence,Output Sentence
"रहस्यवाद पहचान के साथ जुड़ने , या एक अंतिम वास्तविकता , ईश्वरत्व , आध्यात्मिक सत्य या ईश्वर के बारे में सचेतन जागरूकता की कोशिश है .","रहस्यवाद पहचान__के साथ जुड़ने , या एक अंतिम वास्तविकता , ईश्वरत्व__, आध्यात्मिक सत्य या ईश्वर__के__बारे__में सचेतन जागरूकता__की कोशिश है ."
"आस्तिक दिव्य वास्तविकता / ईश्वर या देवी - देवताओं में प्रत्यक्ष अनुभव , अंतर्ज्ञान , या पैठ चाहता है ।","आस्तिक दिव्य वास्तविकता / ईश्वर या देवी__- देवताओं__में प्रत्यक्ष अनुभव , अंतर्ज्ञान , या पैठ चाहता__है ।"
"फॉलोअर्स जीवन जीने या काम करने के कुछ तरीकों को फ़ॉलो करते हैं जिसका मकसद उन अनुभवों को जीना होता है . रहस्यवाद को धार्मिक विश्वास और पूजा के अन्य रूपों से चेतना की एक अनूठी स्थिति के प्रत्यक्ष व्यक्तिगत अनुभव पर जोर देकर प्रतिष्ठित किया जा सकता , विशेष रूप से एक शांतिपूर्ण , व्यावहारिक , आनंदित , या यहां तक कि आनंदित चरित्र के ।","फॉलोअर्स जीवन__जीने या काम करने__के कुछ तरीकों__को फ़ॉलो करते__हैं जिसका मकसद उन अनुभवों__को जीना होता__है . रहस्यवाद__को धार्मिक विश्वास और पूजा__के अन्य रूपों__से चेतना__की एक अनूठी स्थिति__के प्रत्यक्ष व्यक्तिगत अनुभव__पर जोर देकर प्रतिष्ठित__किया__जा__सकता , विशेष रूप__से एक शांतिपूर्ण , व्यावहारिक , आनंदित , या यहां__तक कि आनंदित चरित्र__के ।"
सिख धर्म भारतीय उपमहाद्वीप का एक धर्म है ।,सिख__धर्म भारतीय उपमहाद्वीप__का एक धर्म है ।
यह 15वीं शताब्दी के दौरान पंजाब क्षेत्र में हिंदू परंपरा के भीतर एक सांप्रदायिक विभाजन से उत्पन्न हुआ था ।,यह 15वीं शताब्दी__के दौरान पंजाब__क्षेत्र__में हिंदू परंपरा__के__भीतर एक सांप्रदायिक विभाजन__से उत्पन्न__हुआ__था ।
"सिख अपने विश्वास को हिंदू धर्म से अलग मानते हैं , हालाँकि वे इसकी हिंदू जड़ों और परंपराओं को स्वीकार करते हैं .","सिख अपने विश्वास__को हिंदू धर्म__से अलग__मानते__हैं , हालाँकि वे इसकी हिंदू जड़ों और परंपराओं__को स्वीकार__करते__हैं ."
"सिख अपने धर्म को गुरमत कहते हैं , जो गुरु के मार्ग के “ लिए पंजाबी है ” ।","सिख अपने धर्म__को गुरमत कहते__हैं , जो गुरु__के मार्ग__के “ लिए पंजाबी है ” ।"
"गुरु सभी भारतीय धर्मों का एक मूलभूत पहलू है , लेकिन सिख धर्म में इसका इतना अधिक महत्व है कि यह सिख मान्यताओं का मूल है ।","गुरु सभी भारतीय धर्मों__का एक मूलभूत पहलू है , लेकिन सिख धर्म__में इसका इतना अधिक महत्व है कि यह सिख मान्यताओं__का मूल है ।"
धर्म की स्थापना 15 वीं शताब्दी में गुरु नानक ( 1469 - 1539 ) ने की थी ।,धर्म__की स्थापना 15 वीं शताब्दी__में गुरु__नानक ( 1469__- 1539 ) ने की__थी ।
उसके बाद नौ गुरु एक के बाद एक करके आए ।,उसके बाद नौ गुरु एक के बाद एक करके आए ।
"हालाँकि , जून 1956 में , पोलैंड में दंगों के दौरान क्रुश्चेव के वादों को परखने के लिए रखा गया था , जहाँ भोजन की कमी और मज़दूरी में कटौती का विरोध कर रहे मज़दूर , साम्यवाद के ख़िलाफ़ एक सामान्य विरोध में बदल गए थे .","हालाँकि , जून__1956__में , पोलैंड__में दंगों__के दौरान क्रुश्चेव__के वादों__को परखने__के__लिए रखा__गया__था , जहाँ भोजन__की कमी और मज़दूरी__में कटौती__का विरोध कर__रहे मज़दूर , साम्यवाद__के__ख़िलाफ़ एक सामान्य विरोध__में बदल__गए__थे ."
"हालाँकि अंत में , क्रुश्चेव ने आदेश फिर से लागू करने के लिए टैंक भिजवाए . साथ ही उन्होंने कुछ आर्थिक माँग रखी और नए प्रधानमंत्री के रूप में जाने - माने व्यक्तित्व व्लादिस्लाव गोमुल्का को नियुक्त करने को राजी हो गए . सिंधु घाटी सभ्यता उत्तर - पश्चिम भारतीय उपमहाद्वीप में कांस्य युग की सभ्यता थी जिसमें आस - पास के आधुनिक पाकिस्तान और उत्तर पश्चिम भारत और उत्तर - पूर्व अफ़गानिस्तान के कुछ क्षेत्र शामिल थे . सिंधु नदी के घाटों में पनपी सभ्यता के कारण यह इसके नाम पर बनी है .","हालाँकि अंत__में , क्रुश्चेव__ने आदेश फिर से लागू__करने__के__लिए टैंक भिजवाए . साथ ही उन्होंने कुछ आर्थिक माँग रखी और नए प्रधानमंत्री__के__रूप__में जाने - माने व्यक्तित्व व्लादिस्लाव__गोमुल्का__को नियुक्त__करने__को राजी__हो__गए . सिंधु घाटी__सभ्यता उत्तर__- पश्चिम भारतीय उपमहाद्वीप__में__कांस्य__युग__की सभ्यता थी जिसमें आस - पास__के आधुनिक पाकिस्तान और उत्तर__पश्चिम भारत और उत्तर - पूर्व अफ़गानिस्तान__के कुछ क्षेत्र शामिल थे . सिंधु__नदी__के घाटों__में पनपी सभ्यता__के__कारण यह इसके नाम__पर बनी__है ."
"यद्यपि कुछ विद्वानों का अनुमान है कि चूंकि सभ्यता अब सूख चुकी सरस्वती नदी के घाटियों में विद्यमान थी , इसलिए इसे सिंधु - सरस्वती सभ्यता कहा जाना चाहिए , जबकि 1920 के दशक में हड़प्पा की पहली खुदाई के बाद से कुछ इसे हड़प्पा सभ्यता कहते हैं ।","यद्यपि कुछ विद्वानों__का अनुमान है कि चूंकि सभ्यता अब सूख__चुकी सरस्वती__नदी__के घाटियों__में विद्यमान थी , इसलिए इसे सिंधु__- सरस्वती__सभ्यता कहा__जाना__चाहिए , जबकि 1920__के दशक__में हड़प्पा__की पहली खुदाई__के बाद से कुछ इसे हड़प्पा__सभ्यता कहते__हैं ।"
रोमन साम्राज्य की सैन्यवाद की सोंच ने चिकित्सा विकास के प्रगति में सहायता की ।,रोमन__साम्राज्य__की सैन्यवाद__की सोंच__ने चिकित्सा__विकास__के प्रगति__में सहायता की ।
"सम्राट ऑगस्टस ने डॉक्टरों को भर्ती करना शुरू किया और यहाँ तक कि लड़ाई के बाद में उपयोग के लिए पहली रोमन मेडिकल कोर का गठन किया . शल्यचिकित्सकों को अनेक प्रकार के दर्द मिटाने वाली औषधियों का ज्ञान था , जिसमें खसखस ​​के अर्क का मॉर्फीन और हेनबेन बीज के स्कोपालैमीन शामिल थे .","सम्राट__ऑगस्टस__ने डॉक्टरों__को भर्ती करना शुरू__किया और यहाँ__तक कि लड़ाई__के बाद में उपयोग__के__लिए पहली रोमन मेडिकल__कोर__का गठन किया . शल्यचिकित्सकों__को अनेक प्रकार__के दर्द मिटाने__वाली औषधियों__का ज्ञान था , जिसमें खसखस__​​के अर्क__का मॉर्फीन और हेनबेन__बीज__के स्कोपालैमीन शामिल थे ."
वे अवसाद के साथ - साथ रक्त प्रवाह को रोकने के लिए टर्नकीकेट और धमनी जकड़ने से मरीजों को बचाने के लिए अंग - विच्छेद में कुशल हो गए थे .,वे अवसाद__के साथ - साथ रक्त__प्रवाह__को रोकने__के__लिए टर्नकीकेट और धमनी जकड़ने__से मरीजों__को बचाने__के__लिए अंग - विच्छेद__में कुशल हो__गए__थे .
"कई शताब्दियों में , रोमन साम्राज्य ने चिकित्सा के क्षेत्र में बहुत लाभ अर्जित किया और जो आज हम जानते हैं उसमें से अधिकतम इनके द्वारा खोजा गया है . प्योरलैंड ओरिगेमी इस प्रतिबंध के साथ ओरिगामी है कि इसे एक बार में केवल एक बार ही मोड़ा किया जा सकता है , अधिक जटिल सिलवटों जैसे रिवर्स सिलवटों की अनुमति नहीं है , और सभी सिलवटों में सीधे स्थान हैं ।","कई शताब्दियों__में , रोमन__साम्राज्य__ने चिकित्सा__के क्षेत्र__में बहुत लाभ अर्जित__किया और जो आज हम जानते__हैं उसमें__से अधिकतम इनके__द्वारा खोजा__गया__है . प्योरलैंड__ओरिगेमी इस प्रतिबंध__के साथ ओरिगामी है कि इसे एक बार__में केवल एक बार ही मोड़ा__किया__जा__सकता__है , अधिक जटिल सिलवटों__जैसे रिवर्स सिलवटों__की अनुमति नहीं है , और सभी सिलवटों__में सीधे स्थान हैं ।"
"अनुभवहीन फ़ोल्डर्स या सीमित मोटर स्किल्स वालों की मदद के लिए इसे 1970 के दशक में जॉन स्मिथ ने विकसित किया था . बच्चों में काफी जल्दी जाति और जातीय रूढ़िवादियों के प्रति जागरूकता विकसित होती है और ये जातीय रूढ़ियाँ व्यवहार को प्रभावित करती हैं . उदाहरण के लिए , जो बच्चे नस्लीय अल्पसंख्यक वाली पहचान रखते हैं जिसे पारंपरिक रूप से स्कूल में अच्छा प्रदर्शन नहीं करने वाला कहा जाता , जब वे उनकी नस्ल के साथ जुड़ी रूढ़ि के बारे में जान जाते हैं तो वे भी स्कूल में अच्छा प्रदर्शन नहीं करने की ओर अग्रसर हो जाते हैं ।","अनुभवहीन फ़ोल्डर्स या सीमित मोटर__स्किल्स वालों__की मदद__के__लिए इसे 1970__के दशक__में जॉन__स्मिथ__ने विकसित__किया__था . बच्चों__में काफी जल्दी जाति और जातीय रूढ़िवादियों__के__प्रति जागरूकता विकसित__होती__है और ये जातीय रूढ़ियाँ व्यवहार__को प्रभावित__करती__हैं . उदाहरण__के__लिए , जो बच्चे नस्लीय अल्पसंख्यक__वाली पहचान रखते__हैं जिसे पारंपरिक रूप__से स्कूल__में अच्छा प्रदर्शन नहीं करने__वाला कहा__जाता , जब वे उनकी नस्ल__के साथ जुड़ी रूढ़ि__के__बारे__में जान__जाते__हैं तो वे भी स्कूल__में अच्छा प्रदर्शन नहीं करने__की__ओर अग्रसर__हो__जाते__हैं ।"
माइस्पेस संयुक्त राज्य अमेरिका में उपयोग की जाने वाली तीसरी सबसे लोकप्रिय वेबसाइट है और वर्तमान में इसपर 5.4 करोड़ प्रोफाइल हैं ।,माइस्पेस संयुक्त__राज्य__अमेरिका__में उपयोग__की__जाने वाली तीसरी सबसे लोकप्रिय वेबसाइट है और वर्तमान__में इसपर 5.4 करोड़ प्रोफाइल हैं ।
"इन वेबसाइटों ने बहुत ध्यान आकर्षित किया है , खासकर शिक्षा सेटिंग में .","इन वेबसाइटों__ने बहुत ध्यान आकर्षित__किया__है , खासकर शिक्षा__सेटिंग__में ."
"इन वेबसाइट्स के सकारात्मक पहलू हैं , जिनमें ब्लॉग , वीडियो , फ़ोटो और अन्य फ़ीचर्स वाले क्लास पेज को आसानी से सेटअप कर पाना शामिल है .","इन वेबसाइट्स__के सकारात्मक पहलू हैं , जिनमें ब्लॉग , वीडियो , फ़ोटो और अन्य फ़ीचर्स__वाले क्लास__पेज__को आसानी__से सेटअप__कर__पाना शामिल है ."
"सिर्फ़ एक वेब पता देकर , इस पेज को आसानी से एक्सेस किया जा सकता . ऐसा करने से , यह पेज आसानी से ऐसे स्टूडेंट याद रख पाता है और उनके लिए टाइप कर पाता , जिन्हें की - बोर्ड इस्तेमाल करने या स्पेलिंग लिखने में दिक्कत होती है .","सिर्फ़ एक वेब__पता देकर , इस पेज__को आसानी से एक्सेस__किया__जा__सकता . ऐसा करने__से , यह पेज आसानी से ऐसे स्टूडेंट याद रख__पाता__है और उनके__लिए टाइप कर__पाता , जिन्हें__की - बोर्ड इस्तेमाल करने या स्पेलिंग लिखने__में दिक्कत होती__है ."
इसे पढ़ने में आसान बनाने के लिए अनुकूलित किया जा सकता है और वो भी वांछित जितने या थोड़े रंग के साथ ।,इसे पढ़ने__में आसान__बनाने__के__लिए अनुकूलित__किया__जा__सकता__है और वो भी वांछित जितने या थोड़े रंग__के साथ ।
"अटेंशन डिफ़िसिट डिसऑर्डर “ एक न्यूरोलॉजिकल सिंड्रोम है , जिसके तीन क्लासिक लक्षणों में आवेगशीलता , ध्यान भंग होना और हाइपरएक्टिविटी या अधिक ऊर्जा शामिल है .","अटेंशन__डिफ़िसिट__डिसऑर्डर “ एक न्यूरोलॉजिकल सिंड्रोम है , जिसके तीन क्लासिक लक्षणों__में आवेगशीलता , ध्यान भंग होना और हाइपरएक्टिविटी या अधिक ऊर्जा शामिल है ."
"यह सीखने की अक्षमता नहीं है , यह सीखने का विकार है ; यह “ 3 से 5 प्रतिशत बच्चों को प्रभावित करता है , संभवतः लगभग 2 मिलियन अमेरिकी बच्चों को ” . एडीडी वाले बच्चों का मुशकिल समय होता है स्कूली पढ़ाई जैसी चीज़ों पर ध्यान केंद्रित करना , लेकिन वे उन चीज़ों पर ध्यान केंद्रित कर सकते हैं , जो उन्हें पसंद है जैसे कि गेम खेलना या अपने पसंदीदा कार्टून देखना या विराम चिह्न के बिना वाक्य लिखना .","यह सीखने__की अक्षमता नहीं है , यह सीखने__का विकार है ; यह “ 3 से 5 प्रतिशत बच्चों__को प्रभावित__करता__है , संभवतः लगभग 2 मिलियन अमेरिकी बच्चों__को ” . एडीडी__वाले बच्चों__का मुशकिल समय होता__है स्कूली पढ़ाई__जैसी चीज़ों__पर ध्यान केंद्रित__करना , लेकिन वे उन चीज़ों__पर ध्यान केंद्रित__कर__सकते__हैं , जो उन्हें पसंद__है जैसे कि गेम खेलना या अपने पसंदीदा कार्टून देखना या विराम चिह्न__के बिना वाक्य लिखना ."
"ये बच्चे बहुत परेशानी में पड़ते हैं , क्योंकि ये अपने दिमाग को उत्तेजित करने के लिए जोखिम भरे काम करते हैं , लड़ाइयों में शामिल होते हैं , और अथॉरिटी को चुनौती देते हैं , चूँकि उनका दिमाग सामान्य तरीकों से उत्तेजित नहीं हो सकता है ऐ डी डी अन्य साथियों के साथ रिश्तों को प्रभावित करता है क्योंकि अन्य बच्चे यह नहीं समझपाते हैं कि वे जिस तरह से कार्य करते हैं , वे ऐसा क्यों करते हैं या क्यों वे जिस तरह से बोलते हैं , वे ऐसे क्यों बोलते हैं और उनकी समझ का स्तर अलग है ।","ये बच्चे बहुत परेशानी__में पड़ते__हैं , क्योंकि ये अपने दिमाग__को उत्तेजित__करने__के__लिए जोखिम भरे काम करते__हैं , लड़ाइयों__में शामिल__होते__हैं , और अथॉरिटी__को चुनौती देते__हैं , चूँकि उनका दिमाग सामान्य तरीकों__से उत्तेजित नहीं हो__सकता__है ऐ__डी डी अन्य साथियों__के साथ रिश्तों__को प्रभावित__करता__है क्योंकि अन्य बच्चे यह नहीं समझपाते__हैं कि वे जिस तरह__से कार्य करते__हैं , वे ऐसा क्यों करते__हैं या क्यों वे जिस तरह__से बोलते__हैं , वे ऐसे क्यों बोलते__हैं और उनकी समझ__का स्तर अलग है ।"
ऊपर बताये हुए तरीके से जैसे जैसे ज्ञान प्राप्त करने और सीखने की क्षमता में बदलाव आया वैसे ही ज्ञान प्राप्त करने की मूल दर भी बदल गयी ।,ऊपर बताये__हुए तरीके__से जैसे जैसे ज्ञान__प्राप्त__करने और सीखने__की क्षमता__में बदलाव आया वैसे ही ज्ञान प्राप्त__करने__की मूल दर भी बदल__गयी ।
जानकारी प्राप्त करने का दृष्टिकोण अलग था ।,जानकारी प्राप्त__करने__का दृष्टिकोण अलग था ।
"व्यक्तिगत तौर भीतरी दबाव नहीं बना , लेकिन पाठ को याद करने की क्षमता की अधिक हो गई ।","व्यक्तिगत तौर भीतरी दबाव नहीं बना , लेकिन पाठ__को याद__करने__की क्षमता__की अधिक__हो__गई ।"
"संक्षेप में , पुनर्जागरण से सीखने और ज्ञान के प्रसार के दृष्टिकोण में एक महत्वपूर्ण बदलाव हुआ है .","संक्षेप__में , पुनर्जागरण__से सीखने और ज्ञान__के प्रसार__के दृष्टिकोण__में एक महत्वपूर्ण बदलाव हुआ__है ."
"अन्य नरवानर गण के विपरीत , वनमानुष अब अपने हाथों का इस्तेमाल चलने में या वज़न उठाने या पेड़ों से झूलने में नहीं करते हैं . चिंपांजी का हाथ और पैर आकार और लंबाई में समान होते हैं , जो घुटनों के बल चलने में भार वहन करने के लिए हाथ के उपयोग को दर्शाता है .","अन्य नरवानर__गण__के__विपरीत , वनमानुष अब अपने हाथों__का इस्तेमाल चलने__में या वज़न उठाने या पेड़ों__से झूलने__में नहीं करते__हैं . चिंपांजी__का हाथ और पैर आकार और लंबाई__में समान होते__हैं , जो घुटनों__के बल चलने__में भार वहन करने__के__लिए हाथ__के उपयोग__को दर्शाता__है ."
"सीधी फलांगों के साथ मनुष्य का हाथ उसके पैर से छोटा होता है . जीवाश्म के हाथ की हड्डियाँ दो मिलियन से तीन मिलियन साल पुरानी हैं , यह हाथ की विशेषज्ञता को लोकोमोशन से मैनिपुलेशन तक बदलने के बारे में बताती हैं .","सीधी फलांगों__के साथ मनुष्य__का हाथ उसके पैर__से छोटा होता__है . जीवाश्म__के हाथ__की हड्डियाँ दो मिलियन से तीन मिलियन साल पुरानी हैं , यह हाथ__की विशेषज्ञता__को लोकोमोशन__से मैनिपुलेशन__तक बदलने__के__बारे__में बताती__हैं ."
कुछ लोगों का मानना ​​है कि कई कृत्रिम रूप से प्रेरित स्पष्ट सपने देखना अक्सर बहुत थकाने वाले हो सकते हैं .,कुछ लोगों__का मानना ​​है कि कई कृत्रिम रूप__से प्रेरित स्पष्ट सपने देखना अक्सर बहुत थकाने__वाले हो__सकते__हैं .
इस घटना का मुख्य कारण REM स्थितियों के बीच समय अवधि का विस्तार करने वाले सुहावने सपनों का परिणाम है .,इस घटना__का मुख्य कारण REM स्थितियों__के बीच समय__अवधि__का विस्तार करने__वाले सुहावने सपनों__का परिणाम है .
"हर रात कम आरईएम के साथ , वह अवस्था जिसमें आप वास्तविक नींद का अनुभव करते हैं और आपका शरीर एक समस्या बनने के लिए पर्याप्त रूप से असामान्य हो जाता है .","हर रात कम आरईएम__के साथ , वह अवस्था जिसमें आप वास्तविक नींद__का अनुभव करते__हैं और आपका शरीर एक समस्या बनने__के__लिए पर्याप्त रूप__से असामान्य हो__जाता__है ."
यह उतना ही थका देने वाला है जितना कि आप हर बीस या तीस मिनट में नींद से जागते हैं और टीवी देखते हैं .,यह उतना ही थका__देने वाला है जितना कि आप हर बीस या तीस मिनट__में नींद__से जागते__हैं और टीवी देखते__हैं .
इसका प्रभाव इस बात पर निर्भर करता है कि आपका मस्तिष्क प्रति रात कितनी बार साफ़ सपने देखने का प्रयास करता है ।,इसका प्रभाव इस बात__पर निर्भर करता__है कि आपका मस्तिष्क प्रति रात कितनी बार साफ़ सपने देखने__का प्रयास करता__है ।
"उत्तर अमेरिका में इटली के लोगों के लिए शुरुआत से हालत अच्छे नहीं रहे . 10 जून , 1940 को इटली के युद्ध की घोषणा करने के हफ़्ते में ही इंग्लैंड के 11वें हुसार ने लीबिया में कपूज़ा किले पर कब्ज़ा कर लिया . बारडिया के पूर्व में एक घातक जगह पर , अंग्रेज़ों ने दसवीं इटालियन सेना के इंजीनियर - इन - चीफ़ , जनरल लास्टुसी को पकड़ लिया था . 28 जून को , लीबिया के गवर्नर जनरल और मार्शल मुसोलिनी के स्पष्ट उत्तराधिकारी मार्शल इटालो बाल्बो , टोब्रुक में लैंड करते समय फ़्रेंडली फ़ायर में मारे गए .","उत्तर__अमेरिका__में इटली__के लोगों__के__लिए शुरुआत__से हालत अच्छे नहीं रहे . 10 जून , 1940__को इटली__के युद्ध__की घोषणा करने__के हफ़्ते__में ही इंग्लैंड__के 11वें हुसार__ने लीबिया__में कपूज़ा__किले__पर कब्ज़ा कर__लिया . बारडिया__के पूर्व में एक घातक जगह__पर , अंग्रेज़ों__ने दसवीं इटालियन__सेना__के इंजीनियर - इन - चीफ़ , जनरल__लास्टुसी__को पकड़__लिया__था . 28__जून__को , लीबिया__के गवर्नर__जनरल और मार्शल__मुसोलिनी__के स्पष्ट उत्तराधिकारी मार्शल__इटालो__बाल्बो , टोब्रुक__में लैंड करते__समय फ़्रेंडली फ़ायर__में मारे__गए ."
एक विश्वविद्यालय में पेशेवर और ओलंपिक प्रतियोगिता सीखने वाले छात्रों से तलवार बाज़ी का आधुनिक खेल कई स्तरों पर खेला जाता है .,एक विश्वविद्यालय__में पेशेवर और ओलंपिक प्रतियोगिता सीखने__वाले छात्रों__से तलवार__बाज़ी__का आधुनिक खेल कई स्तरों__पर खेला__जाता__है .
"आमतौर पर खेल दो रूपों में खेले जाते हैं , एक फ़ेंसर और दूसरा डयूएलिंग होता है .","आमतौर पर खेल दो रूपों__में खेले__जाते__हैं , एक फ़ेंसर और दूसरा डयूएलिंग होता__है ."
गोल्फ़ एक ऐसा खेल है जिसमें खिलाड़ी क्लब का इस्तेमाल करके गेंदों को होल की ओर हिट करते हैं .,गोल्फ़ एक ऐसा खेल है जिसमें खिलाड़ी क्लब__का इस्तेमाल करके गेंदों__को होल__की ओर हिट करते__हैं .
"अठारह छेद एक नियमित दौर के दौरान खेले जाते हैं , खिलाड़ी आमतौर पर मैदान के पहले छेद से शुरू करते हैं और अठारहवें पर समाप्त करते हैं .","अठारह छेद एक नियमित दौर__के दौरान खेले__जाते__हैं , खिलाड़ी आमतौर पर मैदान__के पहले छेद__से शुरू__करते__हैं और अठारहवें__पर समाप्त__करते__हैं ."
"वो खिलाड़ी जीतता है जो कोर्स समाप्ति के लिए सबसे कम स्ट्रोक लेता , या सबसे कम बार क्लब को घुमाता है ।","वो खिलाड़ी जीतता__है जो कोर्स__समाप्ति__के__लिए सबसे कम स्ट्रोक लेता , या सबसे कम बार क्लब__को घुमाता__है ।"
"खेल घास पर खेला जाता है , और छेद के चारों ओर घांस को छोटा रखा जाता है और उसे ग्रीन कहा जाता है ।","खेल घास__पर खेला__जाता__है , और छेद__के चारों ओर घांस__को छोटा__रखा__जाता__है और उसे ग्रीन कहा__जाता__है ।"
शायद सबसे सामान्य पर्यटन वह हो सकता जिसमें ज़्यादातर लोग मनोरंजन वाली पर्यटन की जगहों पर यात्रा करने में दिलचस्पी लेते हैं .,शायद सबसे सामान्य पर्यटन वह हो__सकता जिसमें ज़्यादातर लोग मनोरंजन__वाली पर्यटन__की जगहों__पर यात्रा करने__में दिलचस्पी लेते__हैं .
यह तब होता है जब आराम और मौज - मस्ती के लिए लोग रोज़ाना के जीवन से एकदम अलग स्थान पर जाते हैं .,यह तब होता__है जब आराम और मौज__- मस्ती__के__लिए लोग रोज़ाना__के जीवन__से एकदम अलग स्थान__पर जाते__हैं .
"बीच , थीम पार्क्स और कैम्प ग्राउंड्स ऐसी आम जगहें हैं जहां पर अक्सर मनोरंजन चाहने वाले पर्यटक पहुँचते हैं .","बीच , थीम__पार्क्स और कैम्प ग्राउंड्स ऐसी आम जगहें हैं जहां__पर अक्सर मनोरंजन चाहने__वाले पर्यटक पहुँचते__हैं ."
यदि किसी व्यक्ति के किसी विशेष स्थान की यात्रा का उद्देश्य उसके इतिहास और संस्कृति को जानना है तो इस प्रकार के पर्यटन को सांस्कृतिक पर्यटन के रूप में जाना जाता है .,यदि किसी व्यक्ति__के किसी विशेष स्थान__की यात्रा__का उद्देश्य उसके इतिहास और संस्कृति__को जानना है तो इस प्रकार__के पर्यटन__को सांस्कृतिक पर्यटन__के रूप__में जाना__जाता__है .
पर्यटक एक विशेष देश के विभिन्न स्थानों की यात्रा कर सकते हैं या वे केवल एक क्षेत्र पर ध्यान केंद्रित कर सकते हैं . उपनिवेशिकों ने इस गतिविधि को देखकर बलवृद्धि के लिए भी बुलाया था .,पर्यटक एक विशेष देश__के विभिन्न स्थानों__की यात्रा कर__सकते__हैं या वे केवल एक क्षेत्र__पर ध्यान केंद्रित__कर__सकते__हैं . उपनिवेशिकों__ने इस गतिविधि__को देखकर बलवृद्धि__के__लिए भी बुलाया__था .
अग्रिम मोर्चे को मजबूत करने वाले सैनिकों में कर्नल जॉन स्टार्क और जेम्स रीड ( दोनों बाद में सेनापति बने ) के नेतृत्व में 200 सैनिकों की पहली और तीसरी न्यू हैम्पशायर रेजिमेंट शामिल थीे ।,अग्रिम मोर्चे__को मजबूत__करने__वाले सैनिकों__में कर्नल__जॉन__स्टार्क और जेम्स__रीड ( दोनों बाद में सेनापति बने ) के नेतृत्व__में 200 सैनिकों__की पहली और तीसरी न्यू हैम्पशायर__रेजिमेंट शामिल__थीे ।
स्टार्क के आदमियों ने उपनिवेशवादियों की स्थिति के उत्तरी छोर पर बाड़ के साथ - साथ अपनाी मोर्चा संभाला .,स्टार्क__के आदमियों__ने उपनिवेशवादियों__की स्थिति__के उत्तरी छोर__पर बाड़__के साथ - साथ अपनाी मोर्चा संभाला .
"जब पानी के कम प्रवाह की वजह से प्रायद्वीप के उत्तर - पूर्व में मिस्टिक नदी पर एक खाई बन गई , तब उन्होंने जल्दी से उस एक छोटी पत्थर की दीवार से उत्तर की ओर बाड़ आगे तक बढ़ा दिया , जो कि समुद्र तट के छोटे किनारे पर खत्म होती है . ग्रिडली या स्टार्क ने बाड़ के आगे 100 फ़ीट ( 30 मीटर ) तक एक खूंटा लगा रखा था और ऑर्डर दिया था कि सैनिकों के निकल जाने तक कोई भी गोली नहीं चलाएगा . अमेरिका की योजना तीन अलग जगहों से साझा हमले करने पर टिकी थी . जनरल जॉन कैडवलेडर अपने किसी भी सुदृढ़ीकरण को बंद करने के लिए बोर्दनटाउन में ब्रिटिश गैरीसन के ख़िलाफ़ एक ध्यान आकर्षित करने वाले हमले की शुरुआत करेंगे . जेम्स इविंग ट्रेंटन फ़ेरी में नदी के पार 700 मिलिशिया ले जाएगा , असुनपिंक क्रीक पर पुल को अपने अधिकार में ले लेगा और दुश्मन के किसी भी सैनिक को भागने से रोक देगा .","जब पानी__के कम प्रवाह__की वजह__से प्रायद्वीप__के उत्तर__- पूर्व__में मिस्टिक__नदी__पर एक खाई बन__गई , तब उन्होंने जल्दी__से उस एक छोटी पत्थर__की दीवार__से उत्तर__की ओर बाड़ आगे तक बढ़ा__दिया , जो कि समुद्र__तट__के छोटे किनारे__पर खत्म__होती__है . ग्रिडली__या स्टार्क__ने बाड़__के आगे 100 फ़ीट ( 30 मीटर ) तक एक खूंटा लगा__रखा__था और ऑर्डर दिया__था कि सैनिकों__के निकल जाने__तक कोई भी गोली नहीं चलाएगा . अमेरिका__की योजना तीन अलग जगहों__से साझा हमले करने__पर टिकी__थी . जनरल__जॉन__कैडवलेडर अपने किसी भी सुदृढ़ीकरण__को बंद__करने__के__लिए बोर्दनटाउन__में__ब्रिटिश गैरीसन__के__ख़िलाफ़ एक ध्यान आकर्षित__करने__वाले हमले__की शुरुआत करेंगे . जेम्स__इविंग__ट्रेंटन फ़ेरी__में नदी__के पार 700 मिलिशिया ले__जाएगा , असुनपिंक क्रीक__पर पुल__को अपने अधिकार__में ले__लेगा और दुश्मन__के किसी भी सैनिक__को भागने__से रोक देगा ."
